"Proj","Pop","Treat","Isol","Rep_Well","Media","Time","Temp_C","OD600","cfu_ml"
"7x","A","C","A","2","100","12600","30",0.1559,240166524.527633
"7x","A","C","A","2","100","13500","30",0.1814,326984343.370119
"7x","A","C","A","2","100","14400","30",0.2074,415504472.385988
"7x","A","C","A","2","100","15300","30",0.2314,497215360.708328
"7x","A","C","A","2","100","16200","30",0.2525,569052850.025053
"7x","A","C","A","2","100","17100","30",0.2785,657572979.040921
"7x","A","C","A","2","100","18000","30",0.3265,820994755.685602
"7x","A","C","A","2","100","18900","30",0.3673,959903265.833581
"7x","A","C","A","2","100","19800","30",0.4108,1108004250.91782
"7x","A","C","A","2","100","20700","30",0.4725,1318069326.31317
"7x","A","C","A","2","100","21600","30",0.5285,1508728065.73197
"7x","A","C","A","2","100","22500","30",0.5802,1684746937.65968
"7x","A","C","A","2","100","23400","30",0.6157,1805610959.9698
"7x","A","C","A","2","100","24300","30",0.6505,1924091748.0372
"7x","A","C","A","2","100","25200","30",0.6873,2049381776.79812
"7x","A","C","A","2","100","26100","30",0.7047,2108622170.83182
"7x","A","C","A","2","100","27000","30",0.7348,2211101243.26942
"7x","A","C","A","2","100","27900","30",0.7669,2320389556.40055
"7x","A","C","A","2","100","28800","30",0.7901,2399376748.44548
"7x","A","C","A","2","100","29700","30",0.8186,2496408428.32826
"7x","A","C","A","2","100","30600","30",0.8411,2573012386.13045
"7x","A","C","A","2","100","31500","30",0.8599,2637019248.64962
"7x","A","C","A","2","100","32400","30",0.8827,2714644592.55584
"7x","A","C","A","2","100","33300","30",0.9072,2798057791.05156
"7x","A","C","A","2","100","34200","30",0.9293,2873299900.71505
"7x","A","C","A","2","100","35100","30",0.9526,2952627554.79466
"7x","A","C","A","2","100","36000","30",0.9757,3031274284.80491
"7x","A","C","A","2","100","36900","30",0.9998,3113325635.16193
"7x","A","C","A","2","100","37800","30",1.0263,3203548074.35118
"7x","A","C","A","2","100","38700","30",1.0522,3291727741.33237
"7x","A","C","A","2","100","39600","30",1.0732,3363224768.61442
"7x","A","C","A","2","100","40500","30",1.0964,3442211960.65935
"7x","A","C","A","2","100","41400","30",1.1149,3505197437.07448
"7x","A","C","A","2","100","42300","30",1.1357,3576013540.28718
"7x","A","C","A","2","100","43200","30",1.1552,3642403637.04908
"7x","A","C","A","2","100","44100","30",1.1744,3707772347.70695
"7x","A","C","A","2","100","45000","30",1.1926,3769736438.01806
"7x","A","C","A","2","100","45900","30",1.21,3828976832.05176
"7x","A","C","A","2","100","46800","30",1.2273,3887876764.05078
"7x","A","C","A","2","100","47700","30",1.2446,3946776696.0498
"7x","A","C","A","2","100","48600","30",1.2613,4003633855.84076
"7x","A","C","A","2","100","49500","30",1.276,4053681774.93819
"7x","A","C","A","2","100","50400","30",1.2899,4101005997.75822
"7x","A","C","A","2","100","51300","30",1.3044,4150372992.7863
"7x","A","C","A","2","100","52200","30",1.3165,4191568898.98214
"7x","A","C","A","2","100","53100","30",1.3272,4227998336.69252
"7x","A","C","A","2","100","54000","30",1.3392,4268853780.85369
"7x","D","G","A","1","100","0","26.7",0.0942,30101449.1322827
"7x","D","G","A","1","100","900","30",0.0985,44741316.6233687
"7x","D","G","A","1","100","1800","30",0.0994,47805474.9354565
"7x","D","G","A","1","100","2700","30",0.1015,54955177.6636612
"7x","D","G","A","1","100","3600","30",0.1027,59040722.0797783
"7x","D","G","A","1","100","4500","30",0.1055,68573659.0507179
"7x","D","G","A","1","100","5400","30",0.1085,78787520.0910105
"7x","D","G","A","1","100","6300","30",0.1122,91384615.374038
"7x","D","G","A","1","100","7200","30",0.1141,97853394.0328899
"7x","D","G","A","1","100","8100","30",0.1188,113855109.662682
"7x","D","G","A","1","100","9000","30",0.1222,125430818.84168
"7x","D","G","A","1","100","9900","30",0.128,145177616.852912
"7x","D","G","A","1","100","10800","30",0.1333,163222104.690762
"7x","D","G","A","1","100","11700","30",0.1404,187394909.152788
"7x","D","G","A","1","100","12600","30",0.1514,224845732.967194
"7x","D","G","A","1","100","13500","30",0.1588,250039923.533249
"7x","D","G","A","1","100","14400","30",0.17,288171671.417008
"7x","D","G","A","1","100","15300","30",0.1833,333453122.028971
"7x","D","G","A","1","100","16200","30",0.199,386905661.473169
"7x","D","G","A","1","100","17100","30",0.2162,445465131.437513
"7x","D","G","A","1","100","18000","30",0.2306,494491664.430917
"7x","D","G","A","1","100","18900","30",0.2492,557817602.880731
"7x","D","G","A","1","100","19800","30",0.2692,625910009.816015
"7x","D","G","A","1","100","20700","30",0.2922,704216277.791591
"7x","D","G","A","1","100","21600","30",0.312,771627760.657521
"7x","D","G","A","1","100","22500","30",0.3373,857764655.430655
"7x","D","G","A","1","100","23400","30",0.3674,960243727.868257
"7x","D","G","A","1","100","24300","30",0.3971,1061360952.16715
"7x","D","G","A","1","100","25200","30",0.4278,1165882796.81281
"7x","D","G","A","1","100","26100","30",0.4621,1282661274.70683
"7x","D","G","A","1","100","27000","30",0.4935,1389566353.59522
"7x","D","G","A","1","100","27900","30",0.5237,1492385888.0675
"7x","D","G","A","1","100","28800","30",0.5502,1582608327.25675
"7x","D","G","A","1","100","29700","30",0.5657,1635379942.63159
"7x","D","G","A","1","100","30600","30",0.5843,1698705881.08141
"7x","D","G","A","1","100","31500","30",0.6042,1766457825.98202
"7x","D","G","A","1","100","32400","30",0.6101,1786545086.02792
"7x","D","G","A","1","100","33300","30",0.6268,1843402245.81889
"7x","D","G","A","1","100","34200","30",0.644,1901961715.78323
"7x","D","G","A","1","100","35100","30",0.6686,1985715376.31363
"7x","D","G","A","1","100","36000","30",0.6889,2054829169.35294
"7x","D","G","A","1","100","36900","30",0.7055,2111345867.10923
"7x","D","G","A","1","100","37800","30",0.7227,2169905337.07357
"7x","D","G","A","1","100","38700","30",0.7396,2227443420.93389
"7x","D","G","A","1","100","39600","30",0.7564,2284641042.75952
"7x","D","G","A","1","100","40500","30",0.7735,2342860050.68919
"7x","D","G","A","1","100","41400","30",0.7943,2413676153.90189
"7x","D","G","A","1","100","42300","30",0.8161,2487896877.46135
"7x","D","G","A","1","100","43200","30",0.8358,2554967898.2926
"7x","D","G","A","1","100","44100","30",0.8561,2624081691.33191
"7x","D","G","A","1","100","45000","30",0.8745,2686726705.71237
"7x","D","G","A","1","100","45900","30",0.8862,2726560763.76952
"7x","D","G","A","1","100","46800","30",0.9054,2791929474.42739
"7x","D","G","A","1","100","47700","30",0.9262,2862745577.64008
"7x","D","G","A","1","100","48600","30",0.9413,2914155344.87622
"7x","D","G","A","1","100","49500","30",0.9522,2951265706.65595
"7x","D","G","A","1","100","50400","30",0.9716,3017315341.38318
"7x","D","G","A","1","100","51300","30",0.9909,3083024514.07573
"7x","D","G","A","1","100","52200","30",1.0151,3165416326.46742
"7x","D","G","A","1","100","53100","30",1.0338,3229082726.95191
"7x","D","G","A","1","100","54000","30",1.0543,3298877444.06057
"7x","D","G","A","2","100","0","26.7",0.0919,22270822.3347251
"7x","D","G","A","2","100","900","30",0.0978,42358082.3806338
"7x","D","G","A","2","100","1800","30",0.0982,43719930.5193394
"7x","D","G","A","2","100","2700","30",0.0994,47805474.9354565
"7x","D","G","A","2","100","3600","30",0.1016,55295639.6983376
"7x","D","G","A","2","100","4500","30",0.1041,63807190.5652481
"7x","D","G","A","2","100","5400","30",0.1073,74701975.6748935
"7x","D","G","A","2","100","6300","30",0.1103,84915836.715186
"7x","D","G","A","2","100","7200","30",0.1134,95470159.790155
"7x","D","G","A","2","100","8100","30",0.1162,105003096.761095
"7x","D","G","A","2","100","9000","30",0.1185,112833723.558652
"7x","D","G","A","2","100","9900","30",0.1244,132920983.604561
"7x","D","G","A","2","100","10800","30",0.1299,151646395.511764
"7x","D","G","A","2","100","11700","30",0.1373,176840586.077819
"7x","D","G","A","2","100","12600","30",0.1451,203396624.78258
"7x","D","G","A","2","100","13500","30",0.1541,234038207.903457
"7x","D","G","A","2","100","14400","30",0.1634,265701177.128364
"7x","D","G","A","2","100","15300","30",0.1764,309961241.636298
"7x","D","G","A","2","100","16200","30",0.1903,357285464.456321
"7x","D","G","A","2","100","17100","30",0.208,417547244.594047
"7x","D","G","A","2","100","18000","30",0.2248,474744866.419685
"7x","D","G","A","2","100","18900","30",0.2408,529218791.967912
"7x","D","G","A","2","100","19800","30",0.2594,592544730.417726
"7x","D","G","A","2","100","20700","30",0.2812,666765453.977185
"7x","D","G","A","2","100","21600","30",0.3026,739624329.397938
"7x","D","G","A","2","100","22500","30",0.3264,820654293.650926
"7x","D","G","A","2","100","23400","30",0.3519,907472112.493412
"7x","D","G","A","2","100","24300","30",0.3805,1004844254.41087
"7x","D","G","A","2","100","25200","30",0.415,1122303656.37423
"7x","D","G","A","2","100","26100","30",0.4468,1230570583.40133
"7x","D","G","A","2","100","27000","30",0.48,1343603978.9139
"7x","D","G","A","2","100","27900","30",0.5108,1448466285.59424
"7x","D","G","A","2","100","28800","30",0.5381,1541412421.0609
"7x","D","G","A","2","100","29700","30",0.5627,1625166081.5913
"7x","D","G","A","2","100","30600","30",0.5784,1678618621.0355
"7x","D","G","A","2","100","31500","30",0.6011,1755903502.90705
"7x","D","G","A","2","100","32400","30",0.615,1803227725.72707
"7x","D","G","A","2","100","33300","30",0.6261,1841019011.57615
"7x","D","G","A","2","100","34200","30",0.6405,1890045544.56956
"7x","D","G","A","2","100","35100","30",0.6672,1980948907.82816
"7x","D","G","A","2","100","36000","30",0.6836,2036784681.51509
"7x","D","G","A","2","100","36900","30",0.7043,2107260322.69311
"7x","D","G","A","2","100","37800","30",0.7223,2168543488.93487
"7x","D","G","A","2","100","38700","30",0.7365,2216889097.85892
"7x","D","G","A","2","100","39600","30",0.7575,2288386125.14096
"7x","D","G","A","2","100","40500","30",0.7728,2340476816.44646
"7x","D","G","A","2","100","41400","30",0.7905,2400738596.58418
"7x","D","G","A","2","100","42300","30",0.8113,2471554699.79688
"7x","D","G","A","2","100","43200","30",0.8351,2552584664.04987
"7x","D","G","A","2","100","44100","30",0.8508,2606037203.49406
"7x","D","G","A","2","100","45000","30",0.8707,2673789148.39467
"7x","D","G","A","2","100","45900","30",0.8885,2734391390.56707
"7x","D","G","A","2","100","46800","30",0.9047,2789546240.18465
"7x","D","G","A","2","100","47700","30",0.9205,2843339241.66353
"7x","D","G","A","2","100","48600","30",0.939,2906324718.07866
"7x","D","G","A","2","100","49500","30",0.9536,2956032175.14142
"7x","D","G","A","2","100","50400","30",0.9687,3007441942.37756
"7x","D","G","A","2","100","51300","30",0.9868,3069065570.65399
"7x","D","G","A","2","100","52200","30",1.0085,3142945832.17877
"7x","D","G","A","2","100","53100","30",1.0288,3212059625.21809
"7x","D","G","A","2","100","54000","30",1.0513,3288663583.02028
"7x","A","G","A","1","50","0","26.7",0.1007,52231481.3862499
"7x","A","G","A","1","50","900","30",0.1032,60743032.2531604
"7x","A","G","A","1","50","1800","30",0.1069,73340127.5361878
"7x","A","G","A","1","50","2700","30",0.1111,87639532.9925974
"7x","A","G","A","1","50","3600","30",0.1159,103981710.657065
"7x","A","G","A","1","50","4500","30",0.1224,126111742.911033
"7x","A","G","A","1","50","5400","30",0.1309,155051015.858528
"7x","A","G","A","1","50","6300","30",0.1379,178883358.285877
"7x","A","G","A","1","50","7200","30",0.1431,196587384.089051
"7x","A","G","A","1","50","8100","30",0.1518,226207581.1059
"7x","A","G","A","1","50","9000","30",0.1646,269786721.544481
"7x","A","G","A","1","50","9900","30",0.1769,311663551.809681
"7x","A","G","A","1","50","10800","30",0.1911,360009160.733732
"7x","A","G","A","1","50","11700","30",0.1998,389629357.75058
"7x","A","G","A","1","50","12600","30",0.2165,446486517.541542
"7x","A","G","A","1","50","13500","30",0.2339,505726911.575239
"7x","A","G","A","1","50","14400","30",0.2559,580628559.204051
"7x","A","G","A","1","50","15300","30",0.2781,656211130.902216
"7x","A","G","A","1","50","16200","30",0.3045,746093108.05679
"7x","A","G","A","1","50","17100","30",0.3272,823377989.928337
"7x","A","G","A","1","50","18000","30",0.3548,917345511.499029
"7x","A","G","A","1","50","18900","30",0.3779,995992241.509281
"7x","A","G","A","1","50","19800","30",0.4016,1076681743.72759
"7x","A","G","A","1","50","20700","30",0.4236,1151583391.3564
"7x","A","G","A","1","50","21600","30",0.4418,1213547481.66751
"7x","A","G","A","1","50","22500","30",0.4605,1277213882.152
"7x","A","G","A","1","50","23400","30",0.4737,1322154870.72929
"7x","A","G","A","1","50","24300","30",0.4891,1374586024.06946
"7x","A","G","A","1","50","25200","30",0.5039,1424974405.20157
"7x","A","G","A","1","50","26100","30",0.5225,1488300343.65138
"7x","A","G","A","1","50","27000","30",0.543,1558095060.76005
"7x","A","G","A","1","50","27900","30",0.5635,1627889777.86871
"7x","A","G","A","1","50","28800","30",0.5854,1702450963.46285
"7x","A","G","A","1","50","29700","30",0.6051,1769521984.2941
"7x","A","G","A","1","50","30600","30",0.6274,1845445018.02694
"7x","A","G","A","1","50","31500","30",0.6515,1927496368.38396
"7x","A","G","A","1","50","32400","30",0.6746,2006143098.39421
"7x","A","G","A","1","50","33300","30",0.6975,2084108904.33511
"7x","A","G","A","1","50","34200","30",0.7183,2154925007.54781
"7x","A","G","A","1","50","35100","30",0.7403,2229826655.17662
"7x","A","G","A","1","50","36000","30",0.7608,2299621372.28529
"7x","A","G","A","1","50","36900","30",0.7817,2370777937.53266
"7x","A","G","A","1","50","37800","30",0.8048,2449424667.54291
"7x","A","G","A","1","50","38700","30",0.8264,2522964467.03302
"7x","A","G","A","1","50","39600","30",0.8466,2591737798.03765
"7x","A","G","A","1","50","40500","30",0.8663,2658808818.86891
"7x","A","G","A","1","50","41400","30",0.8853,2723496605.45743
"7x","A","G","A","1","50","42300","30",0.904,2787163005.94192
"7x","A","G","A","1","50","43200","30",0.9221,2848786634.21835
"7x","A","G","A","1","50","44100","30",0.9395,2908027028.25205
"7x","A","G","A","1","50","45000","30",0.9562,2964884188.04301
"7x","A","G","A","1","50","45900","30",0.9727,3021060423.76462
"7x","A","G","A","1","50","46800","30",0.9879,3072810653.03543
"7x","A","G","A","1","50","47700","30",1.0066,3136477053.51992
"7x","A","G","A","1","50","48600","30",1.0149,3164735402.39807
"7x","A","G","A","1","50","49500","30",1.0241,3196057909.5883
"7x","A","G","A","1","50","50400","30",1.0335,3228061340.84788
"7x","A","G","A","1","50","51300","30",1.0414,3254957841.58732
"7x","A","G","A","1","50","52200","30",1.0524,3292408665.40172
"7x","A","G","A","1","50","53100","30",1.0629,3328157179.04275
"7x","A","G","A","1","50","54000","30",1.0764,3374119553.72406
"7x","A","G","A","2","50","0","26.7",0.0962,36910689.825811
"7x","A","G","A","2","50","900","30",0.0964,37591613.8951639
"7x","A","G","A","2","50","1800","30",0.102,56657487.8370433
"7x","A","G","A","2","50","2700","30",0.1063,71297355.3281293
"7x","A","G","A","2","50","3600","30",0.1127,93086925.54742
"7x","A","G","A","2","50","4500","30",0.1149,100577090.310301
"7x","A","G","A","2","50","5400","30",0.124,131559135.465855
"7x","A","G","A","2","50","6300","30",0.128,145177616.852912
"7x","A","G","A","2","50","7200","30",0.1368,175138275.904437
"7x","A","G","A","2","50","8100","30",0.1457,205439396.990638
"7x","A","G","A","2","50","9000","30",0.156,240506986.562309
"7x","A","G","A","2","50","9900","30",0.1682,282043354.792832
"7x","A","G","A","2","50","10800","30",0.1826,331069887.786236
"7x","A","G","A","2","50","11700","30",0.1973,381117806.88367
"7x","A","G","A","2","50","12600","30",0.2138,437294042.605279
"7x","A","G","A","2","50","13500","30",0.2307,494832126.465594
"7x","A","G","A","2","50","14400","30",0.2545,575862090.718581
"7x","A","G","A","2","50","15300","30",0.272,635442946.786954
"7x","A","G","A","2","50","16200","30",0.2956,715791986.970589
"7x","A","G","A","2","50","17100","30",0.3188,794779179.015518
"7x","A","G","A","2","50","18000","30",0.3452,884661156.170093
"7x","A","G","A","2","50","18900","30",0.3678,961605576.006963
"7x","A","G","A","2","50","19800","30",0.3861,1023910128.35275
"7x","A","G","A","2","50","20700","30",0.4048,1087576528.83724
"7x","A","G","A","2","50","21600","30",0.422,1146135998.80158
"7x","A","G","A","2","50","22500","30",0.4331,1183927284.65066
"7x","A","G","A","2","50","23400","30",0.4467,1230230121.36666
"7x","A","G","A","2","50","24300","30",0.459,1272106951.63186
"7x","A","G","A","2","50","25200","30",0.4731,1320112098.52123
"7x","A","G","A","2","50","26100","30",0.4903,1378671568.48558
"7x","A","G","A","2","50","27000","30",0.5096,1444380741.17812
"7x","A","G","A","2","50","27900","30",0.5286,1509068527.76664
"7x","A","G","A","2","50","28800","30",0.5454,1566266149.59228
"7x","A","G","A","2","50","29700","30",0.5647,1631975322.28483
"7x","A","G","A","2","50","30600","30",0.586,1704493735.67091
"7x","A","G","A","2","50","31500","30",0.6071,1776331224.98763
"7x","A","G","A","2","50","32400","30",0.6285,1849190100.40839
"7x","A","G","A","2","50","33300","30",0.6507,1924772672.10655
"7x","A","G","A","2","50","34200","30",0.6718,1996610161.42327
"7x","A","G","A","2","50","35100","30",0.6929,2068447650.74
"7x","A","G","A","2","50","36000","30",0.7163,2148115766.85428
"7x","A","G","A","2","50","36900","30",0.7346,2210420319.20007
"7x","A","G","A","2","50","37800","30",0.7563,2284300580.72485
"7x","A","G","A","2","50","38700","30",0.7772,2355457145.97222
